pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,pl_radj,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"WASP-52 b","WASP-52","Transit",2012,1.74977980000,0.0272000000,0.46000000,1.27000000,1315.00,5000.00,0.790000,0.870000,174.81800000
"WASP-64 b","WASP-64","Transit",2012,1.57329180000,0.0264800000,1.27100000,1.27100000,1689.00,5400.00,1.058000,1.004000,369.92600000
"WASP-65 b","WASP-65","Transit",2013,2.31142430000,0.0334000000,1.55000000,1.11200000,1480.00,5600.00,1.010000,0.930000,273.70300000
"WASP-75 b","WASP-75","Transit",2013,2.48419300000,0.0375000000,1.07000000,1.27000000,1710.00,6100.00,1.260000,1.140000,294.00100000
"WASP-1 b","WASP-1","Transit",2007,2.51994540000,0.0388900000,0.85400000,1.48300000,,,1.470000,1.240000,393.07200000
"TOI-6695 b","TOI-6695","Transit",2025,80.38900000000,0.4020000000,0.21000000,0.85000000,599.00,6400.00,1.517000,1.338000,282.53600000
"PSR J2322-2650 b","PSR J2322-2650","Pulsar Timing",2017,0.32296399700,0.0102000000,0.79490000,,,,,1.400000,230.00000000
"Qatar-1 b","Qatar-1","Transit",2010,1.42002420000,0.0233200000,1.29400000,1.14300000,1418.00,5013.00,0.803000,0.838000,185.61500000
"TOI-1201 b","TOI-1201","Transit",2021,2.49198630000,0.0287000000,0.01975909,0.21545224,703.00,3476.00,0.508000,0.512000,37.88710000
"TrES-2 b","TrES-2","Transit",2006,2.47063000000,,1.49000000,1.36000000,,5850.00,1.120000,1.360000,215.32000000
"HAT-P-15 b","HAT-P-15","Transit",2010,10.86350000000,,1.94000000,1.06000000,,5568.00,1.070000,1.000000,192.51600000
"TrES-1 b","TrES-1","Transit",2004,3.03007000000,,0.84000000,1.13000000,,5230.00,0.850000,1.040000,159.65800000
"HAT-P-3 b","HAT-P-3","Transit",2007,2.89970000000,,0.65000000,0.94000000,,5185.00,0.870000,1.060000,134.55400000
"HAT-P-5 b","HAT-P-5","Transit",2007,2.78849000000,,0.98000000,1.21000000,,5960.00,1.120000,1.040000,303.33600000
"HAT-P-6 b","HAT-P-6","Transit",2007,3.85298000000,,1.32000000,1.48000000,,6570.00,1.620000,1.790000,275.35800000
"XO-1 b","XO-1","Transit",2006,3.94153000000,,0.83000000,1.14000000,,5750.00,0.880000,0.880000,163.55300000
"WASP-26 b","WASP-26","Transit",2010,2.75660000000,,0.85000000,1.21000000,,6034.00,1.220000,0.860000,252.75900000
"WASP-35 b","WASP-35","Transit",2011,3.16158000000,,0.71000000,1.30000000,,5990.00,1.080000,1.050000,202.21800000
"WASP-28 b","WASP-28","Transit",2014,3.40883495000,0.0442000000,0.88900000,1.21900000,1456.00,,1.083000,0.993000,348.49400000
"K2-26 b","K2-26","Transit",2016,14.56650000000,0.0962000000,,0.23820145,430.00,3785.00,0.520000,0.560000,99.05040000
"TOI-178 d","TOI-178","Transit",2021,6.55756900000,,0.01636103,0.24043221,,4316.00,0.662000,0.647000,62.69900000
"TOI-178 e","TOI-178","Transit",2021,9.96318000000,,0.01094930,0.20528182,,4316.00,0.662000,0.647000,62.69900000
"TOI-178 f","TOI-178","Transit",2021,15.23335000000,,0.01771396,0.21563067,,4316.00,0.662000,0.647000,62.69900000
"TOI-4364 b","TOI-4364","Transit",2025,5.42401900000,0.0475300000,,0.17932050,488.00,3528.00,0.468400,0.487000,43.96620000
"TOI-178 b","TOI-178","Transit",2021,1.91456010000,,0.00302050,0.10705701,,4316.00,0.662000,0.647000,62.69900000
"TOI-178 c","TOI-178","Transit",2021,3.23848600000,,0.01459907,0.15648167,,4316.00,0.662000,0.647000,62.69900000
"TOI-178 g","TOI-178","Transit",2021,20.71663000000,,0.01384395,0.26220047,,4316.00,0.662000,0.647000,62.69900000
"TOI-4552 b","TOI-4552","Transit",2026,0.30110032000,0.0056255000,0.00575782,0.09902774,1122.00,3258.00,0.286900,0.261900,27.26840000
"TOI-1806.01","TOI-1806","Transit",2024,15.14546930000,0.0877350440,,0.30384891,337.47,3272.00,0.401575,0.392935,55.52110000
"HR 810 b","HR 810","Radial Velocity",1999,302.79999000000,0.9200000000,2.27000000,,,6167.00,1.130000,1.340000,17.31810000
"WASP-48 b","WASP-48","Transit",2011,2.14363000000,,0.80000000,1.50000000,,5920.00,1.580000,0.880000,454.14400000
"HAT-P-40 b","HAT-P-40","Transit",2012,4.45724000000,,0.48000000,1.52000000,,6080.00,1.940000,1.030000,464.46900000
"WASP-94 A b","WASP-94 A","Transit",2014,3.95019000000,,0.50000000,1.58000000,,6170.00,1.480000,1.670000,211.21100000
"WASP-63 b","WASP-63","Transit",2012,4.37808000000,,0.37000000,1.41000000,,5550.00,1.860000,1.280000,290.68400000
"WASP-74 b","WASP-74","Transit",2015,2.13775000000,,0.72000000,1.36000000,,5990.00,1.420000,0.980000,149.21600000
"HAT-P-2 b","HAT-P-2","Transit",2007,5.63351580000,0.0681400000,8.62000000,,,6380.00,1.390000,1.330000,127.77400000
"K2-165 b","K2-165","Transit",2018,2.35499200000,,,0.11369762,,5185.00,0.803827,0.834847,134.59100000
"HATS-59 c","HATS-59","Radial Velocity",2018,1422.00000000000,2.5040000000,12.70000000,,175.90,5670.00,1.036000,1.038000,642.88400000
"WASP-100 b","WASP-100","Transit",2014,2.84938000000,,1.26000000,1.33000000,,6900.00,1.570000,0.770000,364.41100000
"LHS 1903 c","LHS 1903","Transit",2026,6.22618500000,0.0538700000,0.01431590,0.18253221,559.00,3664.00,0.539000,0.538000,35.69170000
"TOI-904 b","TOI-904","Transit",2023,10.87720000000,0.0560000000,,0.21643360,429.43,3770.20,0.527000,0.557000,46.08910000
"WASP-25 b","WASP-25","Transit",2010,3.76483370000,,0.56400000,1.23200000,1217.00,5697.00,0.884000,0.962000,211.41600000
"Kepler-273 c","Kepler-273","Transit",2014,8.01492700000,0.0730000000,,0.17700000,,5626.00,0.815000,,713.96400000
"TOI-2019 b","TOI-2019","Transit",2024,15.34440000000,0.1280000000,0.10823450,0.47575721,917.46,5626.00,1.745700,1.183200,198.00700000
"TOI-1410.01","TOI-1410","Transit",2024,1.21687000000,0.0207000000,0.03932940,0.27663801,1236.70,4635.00,0.755800,0.794100,72.75120000
"ups And c","ups And","Radial Velocity",1999,241.25800000000,0.8277740000,1.98100000,,,,1.560000,1.300000,13.40540000
"ups And d","ups And","Radial Velocity",1999,1276.46000000000,2.5132900000,4.13200000,,,,1.560000,1.300000,13.40540000
"WASP-175 b","WASP-175","Transit",2019,3.06529070000,0.0440300000,0.99000000,1.20800000,1571.00,6229.00,1.204000,1.212000,539.36000000
"TOI-1269 b","TOI-1269","Transit",2024,4.25299130000,0.0496000000,0.02013665,0.21424275,1004.90,5499.00,0.852100,0.902700,172.13800000
"TOI-808 b","TOI-808","Transit",2026,9.73944854026,,,0.19657841,,5078.20,0.833198,,98.18480000
"TOI-209 b","TOI-209","Transit",2026,4.37943587445,,,0.21364306,,4806.66,0.742779,,113.38700000
"TOI-2453 b","TOI-2453","Transit",2026,4.44143463188,,,0.28939325,,3720.23,0.502498,,81.90430000
"TOI-6677 b","TOI-6677","Transit",2026,5.45060661625,,,0.52057107,,6572.28,1.571670,,340.52000000
"TOI-697 b","TOI-697","Transit",2026,8.60788713593,,,0.21041999,,5681.95,0.968149,,93.77140000
"TOI-2518 b","TOI-2518","Transit",2026,6.89797425216,,,0.20237226,,5751.20,0.993374,,160.82500000
"TOI-6080 b","TOI-6080","Transit",2026,8.05562348084,,,0.29656949,,5775.46,1.062210,,188.18300000
"TOI-4898 b","TOI-4898","Transit",2026,2.76520470167,,,0.33185849,,4201.57,0.639344,,98.59580000
"TOI-1036 b","TOI-1036","Transit",2026,3.77952125496,,,0.56071075,,5664.68,1.175540,,184.01500000
"TOI-6393 b","TOI-6393","Transit",2026,9.53176110329,,,0.24619414,,5008.20,0.766023,,186.22900000
"TOI-6281 b","TOI-6281","Transit",2026,1.05426244177,,,0.17166242,,4533.23,0.874219,,57.74510000
"TOI-4578 b","TOI-4578","Transit",2026,8.62392630369,,,0.20249322,,5951.32,0.878735,,182.24900000
"TOI-5599 b","TOI-5599","Transit",2026,5.43691503941,,,0.64134477,,6137.02,1.913340,,547.94800000
"WASP-164 b","WASP-164","Transit",2018,1.77712550000,0.0281800000,2.13000000,1.12800000,1610.00,5806.00,0.932000,0.946000,327.50600000
"HD 207496 b","HD 207496","Transit",2023,6.44100800000,0.0629000000,0.01919275,0.20073190,743.00,4819.00,0.769000,0.800000,23.60600000
"TOI-205 b","TOI-205","Transit",2026,4.25300773815,,,0.22314352,,6302.74,1.453820,,177.75900000
"TOI-4662 b","TOI-4662","Transit",2026,4.70343764575,,,0.25693531,,4520.41,0.693750,,111.04700000
"TOI-929 b","TOI-929","Transit",2026,5.83015366944,,,0.23997128,,4457.16,0.717414,,114.42100000
"TOI-1226 b","TOI-1226","Transit",2026,3.92880881576,,,0.21501609,,5434.91,0.986943,,257.93000000
"TOI-1291 b","TOI-1291","Transit",2026,7.16200975510,,,0.50301308,,6139.95,1.810900,,428.12300000
"TOI-2071 b","TOI-2071","Transit",2026,5.67395386982,,,0.22882027,,5755.41,1.002860,,231.31100000
"TOI-4747 b","TOI-4747","Transit",2026,5.21924158592,,,0.35311257,,5595.08,0.988751,,304.61500000
"TOI-1466 b","TOI-1466","Transit",2026,1.87190602231,,,0.22012884,,4435.39,0.749646,,86.57830000
"TOI-1750 b","TOI-1750","Transit",2026,11.33727129656,,,0.24885745,,4683.75,0.768675,,162.46000000
"TOI-799 b","TOI-799","Transit",2026,5.54519139676,,,0.18434485,,5662.81,0.915519,,158.52600000
"TOI-921 b","TOI-921","Transit",2026,5.12871907628,,,0.31529149,,6011.66,1.141650,,294.01500000
"TOI-5159 b","TOI-5159","Transit",2026,5.83639428843,,,0.13804298,,5156.16,0.854084,,55.17880000
"TOI-5595 b","TOI-5595","Transit",2026,5.99002553853,,,0.42264361,,4417.30,0.743344,,136.95500000
"TOI-4363 b","TOI-4363","Transit",2026,2.11867592279,,,0.15763188,,4278.45,0.691320,,77.77510000
"TOI-1873 b","TOI-1873","Transit",2026,7.00572708834,,,0.25547051,,5597.99,0.971675,,182.01400000
"TOI-938 b","TOI-938","Transit",2026,8.80733882211,,,0.43037059,,5829.42,0.985134,,215.03400000
"TOI-4511 b","TOI-4511","Transit",2026,10.98090968596,,,0.24561103,,5418.77,1.001450,,121.83200000
"TOI-7008 b","TOI-7008","Transit",2026,0.84069041367,,,0.44137401,,5116.06,0.952550,,410.46700000
"TOI-4640 b","TOI-4640","Transit",2026,2.68566015238,,,0.25365957,,5743.01,1.067150,,245.08900000
"TOI-6699 b","TOI-6699","Transit",2026,5.32005926761,,,0.20755256,,4705.10,0.753090,,85.84630000
"TOI-1756 b","TOI-1756","Transit",2026,2.78301736297,,,0.17327683,,3891.86,0.562607,,86.71590000
"TOI-2104 b","TOI-2104","Transit",2026,5.90437045700,,,0.13640681,,4856.13,0.723757,,76.74180000
"TOI-5926 b","TOI-5926","Transit",2026,3.81122794237,,,0.67517928,,5388.92,0.890046,,275.10300000
"TOI-5335 b","TOI-5335","Transit",2026,3.61365988443,,,0.35901762,,5528.92,0.916633,,331.28900000
"TOI-1839 b","TOI-1839","Transit",2026,1.42378440907,,,0.19796189,,5315.91,0.848099,,116.08600000
"TOI-4030 b","TOI-4030","Transit",2026,2.50900199461,,,0.52156891,,5640.37,0.991737,,571.61500000
"TOI-4029 b","TOI-4029","Transit",2026,5.88498234631,,,0.60108643,,5662.53,1.178340,,274.43600000
"TOI-2092 b","TOI-2092","Transit",2026,4.30325528074,,,0.26308633,,5842.06,1.051900,,176.75900000
"TOI-2227 b","TOI-2227","Transit",2026,4.22175815648,,,0.27646152,,5889.54,1.208470,,165.44100000
"TOI-941 b","TOI-941","Transit",2026,8.51460888787,,,0.58093179,,5745.88,1.184900,,263.38600000
"TOI-5380 b","TOI-5380","Transit",2026,3.77229247873,,,0.31054852,,6400.78,1.562100,,286.78100000
"TOI-6954 b","TOI-6954","Transit",2026,4.02074127419,,,0.32431538,,5170.87,0.947112,,190.04200000
"TOI-5777 b","TOI-5777","Transit",2026,6.91716177373,,,0.27616362,,4408.03,0.671912,,114.27700000
"TOI-7155 b","TOI-7155","Transit",2026,3.89489711981,,,0.21484690,,4673.03,0.670748,,144.75100000
"TOI-1732 b","TOI-1732","Transit",2026,4.11923678339,,,0.22263379,,4201.93,0.632571,,74.75990000
"WASP-182 b","WASP-182","Transit",2019,3.37698480000,0.0451000000,0.14800000,0.85000000,1479.00,5638.00,1.340000,1.076000,327.60200000
"CoRoT-32 b","CoRoT-32","Transit",2018,6.71837000000,0.0710000000,0.15000000,0.57000000,938.00,5970.00,0.790000,1.080000,576.68300000
"Kepler-387 b","Kepler-387","Transit",2014,6.79163600000,0.0680000000,,0.09200000,,5774.00,1.046000,,801.05200000
"HATS-11 b","HATS-11","Transit",2016,3.61918800000,0.0507000000,,1.60852886,1596.00,6563.00,1.540000,1.330000,944.60300000
"HATS-36 b","HATS-36","Transit",2018,4.17518600000,0.0523000000,,1.15264520,1203.00,5950.00,1.100000,1.100000,856.43600000
"HATS-6 b","HATS-6","Transit",2015,3.32527250000,0.0362300000,0.31900000,0.99800000,712.80,3724.00,0.570000,0.574000,169.31800000
"TOI-3353.01","TOI-3353","Transit",2024,4.66579650000,0.0601182180,,0.23765421,1264.36,6365.00,1.020700,1.332089,78.75770000
"K2-199 c","K2-199","Transit",2018,7.37448970000,0.0662000000,0.03901476,0.25426041,694.00,4491.00,0.682000,0.711000,107.51800000
"K2-155 b","K2-155","Transit",2018,6.34200000000,0.0562000000,,0.16058524,708.00,4258.00,0.580000,0.650000,72.79980000
"HATS-5 b","HATS-5","Transit",2014,4.76338700000,0.0542000000,0.23700000,0.91200000,1025.00,5304.00,0.871000,0.936000,246.38400000
"TOI-2768 b","TOI-2768","Transit",2024,1.50801000000,0.0270000000,,0.23463329,855.00,4008.00,0.657000,0.630000,78.45250000
"GJ 806 c","GJ 806","Radial Velocity",2023,6.64064000000,0.0523000000,0.01824884,,490.00,3600.00,0.414400,0.413000,12.04450000
"Wendelstein-1 b","Wendelstein-1","Transit",2020,2.66341600000,0.0282000000,0.59200000,1.03140000,2198.00,4251.00,0.610000,0.650000,305.30000000
"K2-132 b","K2-132","Transit",2017,9.17510000000,,0.49000000,1.30000000,,4840.00,3.850000,1.080000,609.81800000
"Kepler-720 b","Kepler-720","Transit",2016,4.70832654200,,,0.75028995,,5618.00,0.920000,0.950000,1065.37000000
"TOI-942 b","TOI-942","Transit",2020,4.32421000000,0.0486600000,,0.34704315,,,0.894000,0.822000,152.60100000
"Kepler-1331 b","Kepler-1331","Transit",2016,0.78916165300,,,0.09367473,,4508.00,0.690000,0.720000,319.19700000
"Kepler-487 d","Kepler-487","Transit",2021,2.41839003600,,,0.24758145,,5422.00,0.887000,0.874000,872.34300000
"HAT-P-42 b","HAT-P-42","Transit",2012,4.64187800000,0.0575000000,1.04400000,1.28000000,1428.00,5743.00,1.530000,1.178000,405.23800000
"TOI-2364 b","TOI-2364","Transit",2023,4.01975170000,0.0487100000,0.22500000,0.76800000,1091.00,5306.00,0.886000,0.954000,219.61400000
"Kepler-218 d","Kepler-218","Transit",2016,124.52446470000,,,0.23730931,,5542.00,1.020000,1.010000,656.38000000
"HATS-26 b","HATS-26","Transit",2016,3.30238810000,0.0473500000,0.65000000,1.75000000,1918.00,6071.00,2.040000,1.299000,861.84300000
"K2-133 d","K2-133","Transit",2017,11.02454000000,0.0748700000,,0.17869569,,3655.00,0.455000,0.461000,75.17030000
"pi Men c","HD 39091","Transit",2018,6.26783990000,,,0.18011450,,5998.00,1.170000,1.070000,18.27020000
"HD 160691 b","HD 160691","Radial Velocity",2000,645.00000000000,,4.30000000,,,5773.00,1.330000,1.130000,15.59810000
"CoRoT-20 b","CoRoT-20","Transit",2011,9.24285000000,0.0900000000,4.30000000,,,,,1.140000,844.06100000
"HATS-42 b","HATS-42","Transit",2018,2.29210200000,0.0368900000,1.88000000,1.40000000,1856.00,6060.00,1.480000,1.273000,800.37700000
"TOI-1742 b","TOI-1742","Transit",2024,21.26908400000,0.1540000000,0.03051961,0.21099831,694.09,5815.00,1.131000,1.086100,72.88710000
"K2-216 b","K2-216","Transit",2018,2.17480000000,0.0280000000,0.02517069,0.15612454,1103.00,4503.00,0.720000,0.700000,115.46100000
"TOI-2202 b","TOI-2202","Transit",2021,11.91260750000,,0.90400000,0.97700000,,5169.00,0.808000,0.841000,235.93300000
"HD 213885 c","HD 213885","Radial Velocity",2019,4.78503000000,0.0567980000,0.06276941,,1265.40,5978.00,1.101100,1.068000,48.08830000
"Kepler-65 b","Kepler-65","Transit",2012,2.15491000000,0.0350000000,,0.12700000,,6211.00,1.410000,1.250000,303.72800000
"Kepler-411 e","Kepler-411","Transit Timing Variations",2018,31.50972800000,0.1860000000,0.03398043,,503.00,,0.820000,0.870000,153.67600000
"HATS-40 b","HATS-40","Transit",2018,3.26427360000,0.0499700000,1.59000000,1.58000000,2101.00,6460.00,2.260000,1.561000,1342.29000000
"WASP-41 c","WASP-41","Radial Velocity",2015,421.00000000000,1.0700000000,3.18000000,,241.00,5545.00,0.870000,0.930000,163.37100000
"HAT-P-57 b","HAT-P-57","Transit",2015,2.46530000000,,1.41000000,1.74000000,,6330.00,1.850000,2.770000,279.86000000
"Qatar-6 b","Qatar-6","Transit",2017,3.50619500000,0.0423000000,0.66800000,1.06200000,1006.00,5052.00,0.722000,0.822000,100.84800000
"WASP-47 b","WASP-47","Transit",2012,4.15915100000,,1.17673560,1.14729433,,,1.156000,1.058000,264.78000000
"WASP-47 e","WASP-47","Transit",2015,0.78961000000,,0.02831717,0.16326195,,,1.156000,1.058000,264.78000000
"TOI-4379 b","TOI-4379","Transit",2024,3.25352000000,,1.11300000,1.48900000,,6020.00,1.976000,1.372000,645.15800000
"WASP-57 b","WASP-57","Transit",2012,2.83891856000,0.0376900000,0.64400000,1.05000000,1338.00,5600.00,0.927000,0.886000,398.27600000
"TOI-169 b","TOI-169","Transit",2020,2.25544770000,0.0352400000,0.79100000,1.08600000,1715.00,5880.00,1.288000,1.147000,407.84000000
"HD 108236 e","HD 108236","Transit",2020,19.59002500000,0.1367000000,,0.27504684,,5660.00,0.877000,0.869000,64.59780000
"WASP-166 b","WASP-166","Transit",2019,5.44354000000,0.0641000000,0.10100000,0.63000000,1270.00,6050.00,1.220000,1.190000,114.17300000
"HATS-16 b","HATS-16","Transit",2016,2.68650200000,0.0374400000,3.27000000,1.30000000,1592.00,5738.00,1.238000,0.970000,757.04400000
"HD 65216 c","HD 65216","Radial Velocity",2013,5370.00000000000,5.7500000000,2.03000000,,,5612.00,,0.874000,35.12050000
"HD 108236 b","HD 108236","Transit",2020,3.79596300000,0.0452700000,,0.14408065,,5660.00,0.877000,0.869000,64.59780000
"HD 108236 c","HD 108236","Transit",2020,6.20344900000,0.0620000000,,0.18476224,,5660.00,0.877000,0.869000,64.59780000
"TOI-1233.01","HD 108236","Transit",2021,14.17568500000,0.1074000000,,0.22651441,,5660.00,0.877000,0.869000,64.59780000
"TOI-682.01","TOI-682","Transit",2021,6.83923880000,,,0.33382696,1090.00,5085.00,1.080000,,83.15480000
"KOI-217 b","KOI-217","Transit",2010,3.90512000000,0.0477000000,,1.11000000,,5545.00,0.860000,0.950000,914.69900000
"HD 65216 b","HD 65216","Radial Velocity",2003,577.60000000000,1.3010000000,1.29500000,,,5612.00,,0.874000,35.12050000
"HATS-13 b","HATS-13","Transit",2015,3.04404990000,0.0405700000,0.54300000,1.21200000,1244.00,5523.00,0.887000,0.962000,421.85500000
"K2-28 b","K2-28","Transit",2016,2.26045500000,0.0214000000,,0.20697654,568.00,3214.00,0.288000,0.257000,62.99690000
"K2-321 b","K2-321","Transit",2020,2.29797490000,0.0283900000,,0.18300000,830.00,3750.00,0.595000,0.578000,77.68880000
"HATS-15 b","HATS-15","Transit",2016,1.74748753000,0.0271200000,2.17000000,1.10500000,1505.00,5311.00,0.922000,0.871000,1139.55000000
"WASP-68 b","WASP-68","Transit",2014,5.08430000000,,1.08000000,1.32000000,,5910.00,1.790000,1.490000,226.39900000
"TOI-261.02","TOI-261","Transit",2021,13.03935862135,,,0.29870890,1007.53,5890.30,1.313830,,114.49500000
"TOI-1230.01","TOI-1230","Transit",2021,25.05713123288,,,0.28902573,688.61,5696.00,1.152810,,143.13800000
"TOI-1054.01","TOI-1054","Transit",2021,15.50778550000,,,0.21717586,853.00,6122.00,1.170000,,88.43430000
"TOI-261.01","TOI-261","Transit",2021,3.36392540000,0.0347921890,,0.27136114,1722.49,5890.30,1.280180,0.496728,114.49500000
"TOI-1203 b","TOI-1203","Radial Velocity",2025,4.15728880000,0.0486900000,0.01104370,0.13560555,1361.20,5737.00,1.179000,0.886000,64.99430000
"TOI-1203.01","TOI-1203","Transit",2021,25.50267200000,0.1632000000,0.02325154,0.26032697,743.60,5737.00,1.179000,0.886000,64.99430000
"TOI-1203 e","TOI-1203","Radial Velocity",2025,204.59000000000,,0.13246141,,,5737.00,1.179000,0.886000,64.99430000
"Kepler-289 c","Kepler-289","Transit",2014,125.87230000000,,0.49000000,1.00187522,,5990.00,1.000000,1.080000,704.43800000
"HD 108236 f","HD 108236","Transit",2021,29.54115000000,0.1758000000,,0.17994469,,5660.00,0.877000,0.869000,64.59780000
"TOI-6029 b","TOI-6029","Transit",2024,5.79870000000,,1.63500000,1.28400000,,6223.00,2.338000,1.548000,603.11900000
"TOI-4600 b","TOI-4600","Transit",2023,82.68690000000,0.3490000000,3.02000000,0.60700000,347.00,5170.00,0.810000,0.890000,216.05600000
"TOI-5319 b","TOI-5319","Transit",2024,4.07853000000,0.0506000000,,0.25247612,695.00,3580.00,0.485000,0.500000,61.17100000
"HIP 65 A b","HIP 65 A","Transit",2020,0.98097340000,0.0178200000,3.21300000,2.03000000,1411.00,4590.00,0.724200,0.781000,61.78560000
"TOI-2128 b","TOI-2128","Transit",2024,16.34136000000,0.1270000000,0.01415858,0.18634597,780.53,5968.00,1.117400,1.025100,36.57800000
"Kepler-918 b","Kepler-918","Transit",2016,4.85386933000,,,0.15523240,,6028.00,1.140000,1.110000,1025.03000000
"WASP-41 b","WASP-41","Transit",2012,3.05240000000,,0.85000000,1.10000000,,5545.00,0.830000,0.810000,163.37100000
"TOI-3785 b","TOI-3785","Transit",2023,4.67473730000,0.0430000000,0.04703796,0.45856088,582.00,3576.00,0.500000,0.520000,79.76340000
